Id,Name,City,count,Words
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,Las Vegas,1,"['amaz', 'best', 'perfect', 'recommend', 'delici', 'vega', 'everi', 'excel', 'everyth', 'incred', 'highli', 'make', 'meal', 'attent', 'polenta', 'visit', 'great', 'v', 'thank', 'outstand', 'fantast', 'favorit', 'awesom', 'food', 'bite']"
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,Las Vegas,1,"['best', 'truffl', 'perfect', 'amaz', 'ever', 'vega', 'mayo', 'jalapeño', 'alway', 'perfectli', 'classic', 'go', 'far', 'delici', 'bacon', 'super', 'fantast', 'sauc', 'buffalo', 'build', 'made', 'favorit', 'must', 'peopl', 'recommend']"
Jt28TYWanzKrJYYr0Tf1MQ,Cabo Wabo Cantina,Las Vegas,1,"['amaz', 'best', 'awesom', 'love', 'excel', 'delici', 'friendli', 'great', 'recommend', 'highli', 'breakfast', 'cabo', 'shrimp', 'day', 'favorit', 'fun', 'staff', 'alway', 'servic', 'wabo', 'trip', 'danni', 'enjoy', 'huge', 'super']"
7fxebHYUwIF6CakxSr70iQ,Carnevino,Las Vegas,1,"['best', 'amaz', 'perfect', 'fantast', '__exclamation__', 'perfectli', 'age', 'ribey', 'ever', 'top', 'favorit', 'recommend', 'made', 'awesom', 'experi', 'worth', 'everi', 'phenomen', 'cheek', 'day', 'italian', 'beef', 'dessert', 'eye', 'two']"
FLMxWQO-ckCQmGZhU9OQgw,Carnival World Buffet,Las Vegas,1,"['best', 'also', 'amaz', 'excel', 'world', 'room', '__exclamation__', 'favorit', 'great', '5', 'varieti', 'brunch', 'awesom', 'friendli', 'love', 'seafood', 'worth', 'take', 'free', 'incred', 'return', 'vega', 'perfect', 'stomach', 'uniqu']"
2iTsRqUsPGRH1li1WVRvKQ,Carson Kitchen,Las Vegas,1,"['amaz', 'best', 'fantast', 'perfect', 'gem', 'love', 'must', 'super', 'ever', 'attent', 'recommend', 'kitchen', 'chicken', 'top', 'highli', 'vega', 'sure', 'end', 'staff', 'select', 'meal', 'tara', 'place', 'thank', 'hidden']"
oXoVJ0xKv82cBo9U6oEjlQ,Chayo Mexican Kitchen + Tequila Bar,Las Vegas,1,"['definit', 'amaz', 'awesom', 'best', 'christina', 'help', 'chayo', 'visit', 'excel', 'great', 'made', 'time', 'breakfast', 'authent', 'attent', 'delici', 'came', 'realli', '__exclamation__', 'sure', 'free', 'decor', 'tuesday', 'ever', 'game']"
GJ_bXUPv672YwNg4TneJog,China Poblano,Las Vegas,1,"['amaz', 'vega', 'best', 'recommend', 'awesom', 'love', 'perfect', 'delici', 'made', 'great', 'time', 'margarita', 'fresh', 'everi', 'everyth', 'ever', 'meal', 'also', 'work', 'favorit', 'staff', 'wait', 'die', 'friendli', 'vegetarian']"
OVTZNSkSfbl3gVB9XQIJfw,Cravings Buffet,Las Vegas,1,"['great', 'vega', 'everi', 'champagn', 'make', 'favorit', 'time', 'huge', 'amaz', 'get', 'wine', 'etc', 'everyth', 'excel', 'best', 'brunch', 'kind', 'mani', 'love', 'crave', 'wonder', 'happi', 'discount', 'us', 'delici']"
J4CATH00YZrq8Bne2S4_cw,CUT by Wolfgang Puck,Las Vegas,1,"['amaz', 'best', 'ever', 'perfect', 'go', 'delici', 'absolut', 'perfectli', 'wagyu', 'mouth', 'japanes', 'love', 'great', 'life', 'recommend', 'everi', 'favorit', 'one', 'also', 'make', 'place', 'staff', 'outstand', 'american', 'eat']"
IT_4EEIbv6Ox1jBRMyE7pg,Del Frisco's Double Eagle Steak House,Las Vegas,1,"['best', 'ever', 'amaz', 'perfect', 'recommend', 'thank', 'sure', 'perfectli', 'favorit', 'awesom', 'mouth', 'experi', 'make', 'happi', 'hous', 'birthday', 'say', 'excel', 'also', 'go', 'went', 'potato', 'filet', 'top', 'bread']"
--9e1ONYQuAa-CB_Rrw7Tw,Delmonico Steakhouse,Las Vegas,1,"['ever', 'perfect', 'best', 'time', 'amaz', 'everi', 'vega', 'dine', 'never', 'alway', 'favorit', 'even', 'must', '__exclamation__', 'potato', 'complaint', 'happi', 'staff', 'treat', 'reserv', 'recommend', '5', 'also', 'incred', 'side']"
0AQnRQw34IQW9-1gJkYnMA,Diablo's Cantina,Las Vegas,1,"['amaz', 'love', 'great', 'vega', 'best', 'made', 'diablo', 'lunch', 'wife', 'thank', 'fajita', 'alway', 'nacho', 'bartend', 'michelada', 'pitcher', 'top', 'enjoy', 'awesom', 'attent', 'delici', 'friendli', 'wonder', 'night', 'stop']"
qqs7LP4TXAoOrSlaKRfz3A,DW Bistro,Las Vegas,1,"['amaz', 'best', 'cake', 'delici', 'alway', 'friendli', 'staff', 'awesom', 'great', 'perfect', 'sweet', 'vega', 'carrot', 'incred', 'burger', 'bistro', 'favorit', 'new', 'fresh', 'everyth', 'chees', 'top', 'ever', 'place', 'never']"
DkYS3arLOhA8si5uUEmHOw,Earl of Sandwich,Las Vegas,1,"['best', 'amaz', 'perfect', 'absolut', 'thanksgiv', 'mouth', 'everi', 'life', 'awesom', 'ever', '5', 'damn', 'fresh', '7', 'trip', 'love', 'highli', 'serious', 'perfectli', 'excel', 'soft', 'yet', 'weekend', 'friendli', 'let']"
l_GV0hgEoTUf70uJVT0_hg,Eat.,Las Vegas,1,"['amaz', 'best', 'perfect', 'excel', 'super', 'worth', 'vega', 'awesom', 'staff', 'pack', 'favorit', 'everi', 'visit', 'delici', 'perfectli', 'fri', 'highli', 'everyth', 'great', 'love', 'owner', 'restaur', 'incred', 'recommend', 'come']"
igHYkXZMLAc9UdV5VnR_AA,Echo & Rig,Las Vegas,1,"['recommend', 'amaz', 'best', 'perfect', 'favorit', 'vega', 'excel', 'rig', 'everi', 'absolut', 'spot', 'place', 'knowledg', 'everyth', 'restaur', 'well', 'delici', 'strip', 'top', 'treat', 'great', 'even', 'price', 'la', 'outstand']"
3kdSl5mo9dWC4clrQjEDGg,Egg & I,Las Vegas,1,"['amaz', 'best', 'ever', 'super', 'everi', 'definit', 'server', 'gem', 'come', 'recommend', 'vega', 'everyth', 'husband', 'ask', 'fantast', 'thank', 'restaur', 'menu', 'delici', 'excel', 'perfect', 'awesom', 'countri', 'full', '5']"
PXShA3JZMXr2mEH3on5clw,Egg Works,Las Vegas,1,"['delici', 'ashley', 'awesom', 'excel', 'recommend', 'thank', 'alway', 'amaz', 'friendli', 'best', 'everi', 'candic', 'attent', 'first', 'server', 'nut', 'ever', 'morn', 'place', 'fast', 'servic', '__exclamation__', 'warm', 'fantast', 'donna']"
xVEtGucSRLk5pxxN0t4i6g,Eiffel Tower,Las Vegas,1,"['amaz', 'delici', 'perfect', 'everi', 'best', 'fountain', 'anniversari', 'duck', 'vega', 'make', 'meal', 'love', 'sure', 'made', 'top', 'experi', 'thank', 'also', 'treat', 'got', 'highli', 'perfectli', 'everyth', 'spot', 'incred']"
JDZ6_yycNQFTpUZzLIKHUg,El Dorado Cantina,Las Vegas,1,"['best', 'amaz', 'chef', 'definit', 'paco', 'street', 'everi', 'make', 'awesom', 'delici', 'recommend', 'excel', 'thank', 'great', 'fantast', 'enriqu', 'perfect', 'favorit', 'dessert', 'well', 'vega', 'everyth', 'us', 'friendli', '__exclamation__']"
EAwh1OmG6t6p3nRaZOW_AA,Ellis Island Casino & Brewery,Las Vegas,1,"['delici', 'best', 'love', '99', 'awesom', 'sure', 'everi', 'vega', 'gambl', 'amaz', 'home', 'bbq', 'excel', 'review', 'oz', 'town', 'perfect', 'like', 'one', 'first', '50', 'great', '00', 'play', 'recommend']"
5shgJB7a-2_gdnzc0gsOtg,Firefly,Las Vegas,1,"['amaz', 'favorit', 'excel', 'vega', 'best', 'fantast', 'awesom', 'price', 'everyth', 'bacon', 'must', 'stuf', 'time', 'steak', 'wow', 'place', 'die', '5', 'wait', 'around', 'eat', 'everi', 'friendli', 'even', 'skewer']"
kRgAf6j2y1eR0wOFdzFAuw,Firefly,Las Vegas,1,"['excel', 'amaz', 'everi', 'tri', 'la', 'eat', 'perfect', '__exclamation__', 'well', 'next', 'new', 'super', 'also', 'thank', 'recommend', 'went', 'outstand', 'tradit', 'die', 'serious', 'includ', 'incred', 'place', 'fun', 'attent']"
hihud--QRriCYZw1zZvW4g,Gangnam Asian BBQ Dining,Las Vegas,1,"['best', 'excel', 'amaz', 'favorit', 'bomb', 'ate', 'awesom', 'delici', 'must', 'ever', 'style', 'fantast', 'deal', 'top', 'definit', 'spot', 'perfect', 'love', 'day', 'lv', 'sure', 'outstand', 'wife', 'prime', 'realli']"
G-5kEa6E6PD5fkBRuA7k9Q,Giada,Las Vegas,1,"['amaz', 'everi', 'experi', 'best', 'ever', 'highli', 'perfect', 'wonder', 'everyth', 'well', 'top', 'fantast', 'fabul', 'recommend', 'lemon', 'excel', 'eleg', 'dessert', 'perfectli', 'absolut', 'also', 'thank', '__exclamation__', 'vega', 'incred']"
cYwJA2A6I12KNkm2rtXd5g,Gordon Ramsay BurGR,Las Vegas,1,"['everi', 'perfect', 'best', 'amaz', 'perfectli', 'ever', 'life', 'awesom', 'highli', 'excel', 'incred', 'vega', 'recommend', 'everyth', 'fantast', 'mouth', 'absolut', 'share', 'hand', 'big', 'must', 'finish', 'delici', 'fresh', 'full']"
YJ8ljUhLsz6CtT_2ORNFmg,Gordon Ramsay Pub & Grill,Las Vegas,1,"['amaz', 'recommend', 'perfect', 'definit', 'best', 'everyth', 'perfectli', 'great', 'must', 'visit', 'husband', 'friendli', 'scott', 'incred', 'absolut', 'awesom', 'ever', 'vega', 'ray', 'la', 'delici', 'everi', 'wonder', 'enjoy', '__exclamation__']"
OETh78qcgDltvHULowwhJg,Gordon Ramsay Steak,Las Vegas,1,"['amaz', 'perfect', 'best', 'everyth', 'delici', 'ever', 'everi', 'great', 'awesom', 'melt', 'well', 'make', 'fantast', 'sure', 'worth', 'toffe', 'vega', 'must', 'absolut', 'thank', 'favorit', 'dine', 'experi', '__exclamation__', 'stuf']"
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,Las Vegas,1,"['amaz', 'delici', 'favorit', 'everi', 'best', 'love', 'awesom', 'everyth', 'excel', 'wonder', 'qualiti', 'great', 'vega', 'fantast', 'atmospher', 'perfect', 'dinner', 'warm', '5', 'let', 'even', 'far', 'clam', 'ye', 'crispi']"
fHM09_y3QX3n4a_bIFbk_w,Grand Lux Cafe,Las Vegas,1,"['amaz', 'delici', 'best', 'fresh', 'favorit', '__exclamation__', 'recommend', 'great', 'price', 'ever', 'vega', 'awesom', 'veri', 'must', 'one', 'trip', 'roll', 'excel', 'wonder', 'highli', 'yum', 'love', 'staff', 'tomato', 'lot']"
HhVmDybpU7L50Kb5A0jXTg,Guy Fieri's Vegas Kitchen & Bar,Las Vegas,1,"['amaz', 'best', 'great', 'perfect', 'excel', 'attent', 'love', 'differ', 'made', 'awesom', 'right', 'staff', 'delici', 'dessert', 'everi', 'eat', 'burrito', 'world', 'worth', 'everyon', 'thank', 'day', 'alway', 'fun', 'back']"
X8c23dur0ll2D9XTu-I8Qg,Hakkasan Nightclub,Las Vegas,1,"['great', 'love', 'best', 'amaz', 'hakkasan', 'definit', 'host', 'awesom', 'night', 'review', 'back', 'level', 'friendli', 'servic', 'everyon', 'weekend', 'world', 'everi', 'harri', 'nice', 'complain', 'brian', 'far', 'tiesto', 'time']"
f4x1YBxkLrZg652xt2KR5g,Hash House A Go Go,Las Vegas,1,"['amaz', 'everi', 'best', 'delici', 'excel', 'favorit', 'awesom', 'worth', 'wonder', 'usual', 'great', 'love', 'eaten', 'wish', 'recommend', 'vega', 'dinner', 'right', 'stop', 'fast', 'word', 'husband', 'heaven', 'must', 'finish']"
g8OnV26ywJlZpezdBnOWUQ,Hash House A Go Go,Las Vegas,1,"['amaz', 'fresh', 'awesom', 'ever', 'best', 'delici', 'everi', 'town', 'love', 'everyth', 'fantast', 'excel', 'made', 'word', 'drive', 'must', 'favorit', 'staff', 'beauti', 'wonder', 'worth', 'vega', 'perfectli', 'die', 'busi']"
SAIrNOB4PtDA4gziNCucwg,Herbs & Rye,Las Vegas,1,"['best', 'vega', 'friendli', 'new', 'recommend', 'love', 'amaz', 'gem', 'strip', 'perfect', 'bartend', 'half', 'cocktail', 'favorit', 'fantast', 'craft', 'thank', 'delici', 'make', 'everyth', 'alway', 'great', 'spot', 'bar', 'point']"
cJWbbvGmyhFiBpG_5hf5LA,Hofbräuhaus Las Vegas,Las Vegas,1,"['amaz', 'awesom', 'excel', 'liter', '__exclamation__', 'favorit', 'love', 'time', 'paddl', 'vega', 'everi', 'music', 'veri', 'visit', 'cool', 'blast', 'start', 'munich', 'entertain', 'us', 'contest', 'band', 'great', 'shot', 'may']"
P7pxQFqr7yBKMMI2J51udw,Holsteins Shakes and Buns,Las Vegas,1,"['everi', 'awesom', 'ever', 'best', 'amaz', 'must', 'trip', 'perfectli', 'incred', 'made', 'perfect', 'also', 'highli', 'delici', 'love', 'crispi', 'sun', 'cooki', 'second', 'fun', 'eaten', 'boyfriend', 'bamboozl', 'oh', 'world']"
IMLrj2klosTFvPRLv56cng,Honey Salt,Las Vegas,1,"['amaz', 'vega', 'everyth', 'perfect', 'fantast', 'place', 'best', 'recommend', 'ever', 'sure', 'alway', 'love', 'favorit', 'everyon', 'excel', 'die', 'make', 'must', 'delici', 'night', 'care', 'atmospher', 'fun', 'beyond', 'definit']"
4GXII-GU7S0ZyU6ElkhscQ,Hooters Casino Hotel,Las Vegas,1,"['alway', 'great', 'love', 'awesom', 'made', 'vega', 'amaz', 'star', 'nice', 'fun', 'veri', 'incred', 'delici', 'best', 'late', 'come', 'review', 'us', 'clean', 'time', 'experi', 'ladi', '5', 'breakfast', 'definit']"
UNI1agsPX2k3eJSJVB91nw,Hot N Juicy Crawfish,Las Vegas,1,"['best', 'vega', 'favorit', 'amaz', 'stop', 'perfect', 'alway', 'great', 'juici', 'recommend', 'worth', 'go', 'awesom', 'omg', 'wait', 'thank', 'lemon', 'keep', 'hot', 'heat', 'strip', 'delici', 'start', 'make', 'everyth']"
j5nPiTwWEFr-VsePew7Sjg,Ichiza,Las Vegas,1,"['amaz', 'favorit', 'delici', 'love', 'vega', 'great', 'best', 'plate', 'eat', 'japan', 'daili', 'everyth', 'real', 'never', 'ye', 'trip', 'restaur', 'buffet', 'awesom', 'sashimi', '__exclamation__', 'atmospher', 'n', 'dessert', 'mouth']"
uW6UHfONAmm8QttPkbMewQ,Island Flavor,Las Vegas,1,"['recommend', 'friendli', 'best', 'favorit', 'place', 'great', 'week', 'town', 'everyth', 'vega', 'island', 'famili', 'also', 'strip', 'local', 'everi', 'eat', 'food', 'top', 'dessert', 'die', 'staff', 'next', 'even', 'share']"
K0j_Znzin0jShXVnpvW86A,Jaleo,Las Vegas,1,"['best', 'amaz', 'wonder', 'well', 'excel', 'everi', 'love', 'perfect', 'absolut', 'back', 'delici', 'spain', '__exclamation__', 'attent', 'waiter', 'ever', 'mouth', 'decor', 'two', 'everyth', 'favorit', 'eaten', 'top', 'differ', 'goat']"
H8qpFitIesth86zqR4cwYg,Jean Philippe Patisserie,Las Vegas,1,"['love', 'best', 'amaz', 'ever', 'everi', 'bellagio', 'worth', 'also', 'vega', 'everyth', 'alway', 'excel', 'definit', 'rose', 'delight', 'favorit', 'happi', 'go', 'nutella', 'place', 'smooth', 'incred', 'great', 'light', '__exclamation__']"
UUGoM4q4i8rK2CBRS0xDAw,Jean Philippe Patisserie,Las Vegas,1,"['vega', 'ever', 'best', 'amaz', 'bellagio', 'heaven', 'absolut', 'stop', 'love', 'first', 'go', 'trip', 'philipp', 'cream', 'pick', 'cake', 'place', 'croissant', '__exclamation__', 'worth', 'shop', 'fresh', 'peanut', 'must', 'perfect']"
I6EDDi4-Eq_XlFghcDCUhw,Joe's Seafood Prime Steak & Stone Crab,Las Vegas,1,"['dessert', 'perfect', 'best', 'delici', 'share', 'awesom', 'also', 'bone', 'everyth', 'king', 'amaz', 'must', 'trip', 'recommend', 'worth', 'wow', 'finish', 'incred', 'vega', 'excel', 'favorit', 'day', 'wine', 'even', 'ever']"
SVGApDPNdpFlEjwRQThCxA,Juan's Flaming Fajitas & Cantina,Las Vegas,1,"['best', 'amaz', 'great', 'juan', 'well', 'even', 'vega', 'alway', 'restaur', 'town', 'qualiti', 'steak', 'place', 'awesom', 'live', 'yummi', 'everyth', 'thank', 'attent', 'top', 'fantast', 'la', 'excel', 'favorit', 'year']"
_w5hBpkjHs5_Hv3pLeHtIw,Julian Serrano Tapas,Las Vegas,1,"['amaz', 'perfect', 'delici', 'best', 'recommend', 'everyth', 'everi', 'fantast', 'alway', '__exclamation__', 'must', 'friendli', 'day', 'awesom', 'black', 'vega', 'help', 'excel', 'make', 'perfectli', 'julian', 'wine', 'qualiti', 'even', 'varieti']"
zdE82PiD6wquvjYLyhOJNA,KoMex Fusion,Las Vegas,1,"['fresh', 'amaz', 'great', 'excel', 'vega', 'get', 'love', 'perfect', 'delici', 'everi', 'cheap', 'everyth', 'owner', 'fantast', 'wonder', 'even', 'favorit', 'ever', 'awesom', 'best', 'uniqu', 'name', 'wrap', 'never', 'us']"
VsewHMsfj1Mgsl2i_hio7w,LAVO Italian Restaurant & Lounge,Las Vegas,1,"['amaz', 'perfect', 'love', 'brunch', 'everi', 'best', 'oreo', 'awesom', 'must', 'also', 'eat', 'vega', 'favorit', 'alway', 'fantast', 'die', 'dessert', 'garlic', 'everyth', 'definit', 'recommend', 'servic', 'lavo', 'absolut', 'outstand']"
ZkGDCVKSdf8m76cnnalL-A,Le Village Buffet,Las Vegas,1,"['amaz', 'vega', 'love', 'best', 'favorit', 'everi', 'reserv', 'excel', 'mani', 'pari', 'champagn', 'compar', 'recommend', 'enjoy', 'must', 'right', 'great', 'wow', 'far', 'wonder', 'absolut', 'drink', 'everyth', 'made', 'make']"
KskYqH1Bi7Z_61pH6Om8pg,Lotus of Siam,Las Vegas,1,"['best', 'everi', 'thailand', 'amaz', 'highli', 'perfect', 'fantast', 'ever', 'incred', 'live', 'love', 'fresh', 'simpli', 'die', 'truli', 'anyth', 'oh', 'northern', 'everyth', 'hand', 'sauc', 'guy', 'chef', 'favorit', 'chow']"
LFs5jyYdXlzi0SpAYi1eSA,Maggiano's Little Italy,Las Vegas,1,"['amaz', 'delici', 'love', 'best', 'awesom', 'wonder', 'made', 'absolut', 'wed', 'alway', 'perfect', 'happi', 'favorit', 'sausag', 'parmesan', 'vega', 'desert', 'everyth', 'also', 'highli', 'thank', 'super', '__exclamation__', 'recommend', 'experi']"
rTS8LsUmNIiXsXydE49tPA,Margaritaville,Las Vegas,1,"['alway', 'amaz', 'recommend', 'awesom', 'excel', 'everi', 'name', 'volcano', 'favorit', 'ever', 'worth', 'make', 'must', 'vega', 'keep', 'love', 'best', 'margaritavil', 'work', 'beer', 'great', 'person', 'well', 'strong', 'bake']"
GI-CAiZ_Gg3h21PwrANB4Q,Mastro's Ocean Club,Las Vegas,1,"['perfect', 'amaz', 'best', 'love', 'top', 'worth', '__exclamation__', 'make', 'everyth', 'recommend', 'even', 'alway', 'time', 'vega', 'mastro', 'incred', 'place', 'wonder', 'everi', 'mouth', 'ever', 'split', 'strip', 'sure', 'crab']"
XZbuPXdyA0ZtTu3AzqtQhg,Mesa Grill,Las Vegas,1,"['amaz', 'perfect', 'top', 'fantast', 'best', 'everi', 'know', 'got', 'highli', 'awesom', 'knowledg', 'favorit', 'ever', 'incred', 'worth', 'cake', 'bite', 'everyth', 'vega', 'must', 'start', 'desert', 'mouth', 'wow', 'delici']"
El4FC8jcawUVgw_0EIcbaQ,MGM Grand Hotel,Las Vegas,1,"['love', 'best', 'amaz', 'great', 'parti', 'mani', 'girl', 'pool', 'alway', 'clean', 'upgrad', 'made', 'club', 'everi', 'vega', 'life', 'everyth', 'tabl', 'servic', 'highli', 'free', 'quick', 'beauti', 'ye', 'veri']"
4JNXUYY8wbaaDmk3BPzlWw,Mon Ami Gabi,Las Vegas,1,"['best', 'amaz', 'favorit', 'perfect', 'everyth', 'everi', 'wonder', 'excel', 'highli', 'must', 'incred', 'trip', 'outstand', 'alway', 'phenomen', 'superb', 'ever', 'fabul', 'melt', 'wife', 'oh', 'happi', 'thank', 'goat', 'right']"
UPIYuRaZvknINOd1w8kqRQ,Monta Ramen,Las Vegas,1,"['amaz', 'favorit', 'best', 'quickli', 'love', 'bomb', 'mouth', 'far', 'rich', 'highli', 'recommend', 'find', 'worth', '20', 'add', 'happi', 'real', 'perfectli', 'strip', 'close', 'ever', 'delici', 'unbeliev', 'alreadi', 'hole']"
gTlDDzDEHyDQ6iwjNhpI6A,Mount Everest India's Cuisine,Las Vegas,1,"['best', 'amaz', 'excel', 'vega', 'everyth', 'delici', 'definit', 'everi', 'favorit', 'awesom', 'recommend', 'everest', 'owner', 'alway', 'spice', 'staff', 'highli', 'authent', 'great', 'day', 'love', 'come', 'place', 'wonder', 'sure']"
mDR12Hafvr84ctpsV6YLag,Mr Mamas,Las Vegas,1,"['make', 'best', 'vega', 'recommend', '__exclamation__', 'ever', 'amaz', 'right', 'door', 'fantast', 'great', 'town', 'awesom', 'definit', 'everi', 'mama', 'yelp', 'thank', 'time', 'day', 'perfect', 'must', 'everyth', 'tradit', 'greet']"
jWv5GUtEp30OD5L5C8c2DQ,Mr. Mamas,Las Vegas,1,"['best', 'amaz', 'owner', 'delici', '__exclamation__', 'nick', 'yelp', 'perfect', 'greet', 'fantast', 'vega', 'everi', 'thank', 'omelet', 'top', 'excel', 'time', 'recommend', 'alway', 'cali', 'lunch', 'come', 'full', 'found', 'mama']"
pHJu8tj3sI8eC5aIHLFEfQ,Nora's Italian Cuisine,Las Vegas,1,"['amaz', 'best', 'recommend', 'love', 'highli', 'perfect', 'meal', 'vega', 'nora', 'staff', 'also', 'excel', 'gem', 'yet', 'restaur', 'famili', 'arancini', 'next', 'time', 'crazi', 'come', 'place', 'year', 'never', 'strip']"
QJR4qBUHegWEozSQrGmBPw,Olives,Las Vegas,1,"['amaz', 'perfect', 'best', 'favorit', 'definit', 'everi', 'wonder', 'ever', 'show', 'paul', 'martini', 'vega', 'wife', 'experi', 'top', 'excel', 'also', 'love', 'friendli', 'everyth', 'everyon', 'chef', 'fanci', 'fabul', 'must']"
Gaq3S9lmjXVcuDCZ8ulppw,Oyshi Sushi,Las Vegas,1,"['vega', 'best', 'favorit', 'make', 'love', 'friendli', 'awesom', 'alway', 'amaz', 'worth', 'soon', 'everi', 'fresh', 'wife', 'beat', 'fast', 'menu', 'everyth', 'great', 'go', 'dessert', 'reserv', 'appet', 'room', 'thank']"
awI4hHMfa7H0Xf0-ChU5hg,Oyster Bar,Las Vegas,1,"['best', 'worth', 'alway', 'vega', 'favorit', 'must', 'spice', 'perfect', 'amaz', 'first', 'delici', 'day', 'small', 'come', 'lobster', 'bouillabaiss', 'everi', 'bomb', 'awesom', 'haven', 'also', 'year', 'combo', 'say', 'ever']"
JpgVl3d20CMRNjf1DVnzGA,Pampas Churrascaria Brazilian Grille,Las Vegas,1,"['amaz', 'sure', 'excel', 'vega', 'everyth', 'recommend', 'love', 'great', 'also', 'awesom', 'pampa', 'delici', 'best', 'definit', 'wife', 'favorit', 'juici', 'lit', 'friend', 'thank', 'everi', 'chocol', 'wonder', 'alway', 'night']"
yfxDa8RFOvJPQh0rNtakHA,Pho Kim Long,Las Vegas,1,"['awesom', 'delici', 'amaz', 'best', 'favorit', 'worth', 'top', 'recommend', 'perfect', 'town', 'pleas', 'love', 'minut', 'line', 'crab', 'highli', 'fast', 'everytim', 'alway', 'absolut', 'quickli', 'great', 'consist', 'week', 'place']"
3GEEy7RP6e4bT4LAiWFMFQ,Pizza Rock,Las Vegas,1,"['vega', 'amaz', 'best', 'ever', 'perfect', 'awesom', 'fresh', 'la', 'favorit', 'love', 'eat', 'everi', 'friendli', 'help', 'day', 'place', 'well', 'year', 'thank', 'excel', 'bar', 'fantast', 'server', 'absolut', 'attent']"
sqRX-XLlhx4rs2c1TpBf8A,Raku,Las Vegas,1,"['vega', 'strip', 'best', 'make', 'ever', 'amaz', 'must', 'everyth', 'perfect', 'chef', 'sashimi', 'hous', 'everi', 'japanes', 'definit', 'chicken', '__exclamation__', 'special', 'excel', 'favorit', 'alway', 'wrap', 'top', 'like', 'pork']"
