business_id,name,city,categories,romantic,intimate,classy,hipster,divey,touristy,trendy,upscale,casual,dessert,latenight,lunch,dinner,brunch,breakfast,HasTV,OutdoorSeating,RestaurantsAttire,RestaurantsAttire,RestaurantsPriceRange,stars,Nightlife,American (New),American (Traditional),Italian,Mexican,Pizza,Sandwiches,Seafood,Breakfast & Brunch,Japanese,Sushi Bars,Burgers,Asian Fusion,Steakhouses,Salad,Chinese,Coffee & Tea,Vegetarian,Desserts,Mediterranean,Thai,Barbeque,Bakeries,French,Indian
iCQpiavjjPzJ5_3gPD5Ebg,Secret Pizza,Las Vegas,"Pizza,Restaurants",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rcaPajgKOJC2vo_l3xa42A,Bouchon at the Venezia Tower,Las Vegas,"Venues & Event Spaces,French,Food,Restaurants,Cafes,Event Planning & Services,Bakeries,Breakfast & Brunch",0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
El4FC8jcawUVgw_0EIcbaQ,MGM Grand Hotel,Las Vegas,"Restaurants,Casinos,Hotels & Travel,Event Planning & Services,Resorts,Arts & Entertainment,Hotels",0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hihud--QRriCYZw1zZvW4g,Gangnam Asian BBQ Dining,Las Vegas,"Restaurants,Barbeque,Asian Fusion,Japanese,Tapas/Small Plates,Korean",0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,2,4.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
g8OnV26ywJlZpezdBnOWUQ,Hash House A Go Go,Las Vegas,"American (New),Restaurants,Breakfast & Brunch",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7sPNbCx7vGAaH7SbNPZ6oA,Bachi Burger,Las Vegas,"Asian Fusion,Food,Bars,Nightlife,Beer,Wine & Spirits,Burgers,Restaurants",0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
XZbuPXdyA0ZtTu3AzqtQhg,Mesa Grill,Las Vegas,"Tex-Mex,Restaurants,Mexican,American (New),Southern,New Mexican Cuisine,American (Traditional)",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,3,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OETh78qcgDltvHULowwhJg,Gordon Ramsay Steak,Las Vegas,"American (New),Steakhouses,Restaurants,Soup,Salad",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
P7pxQFqr7yBKMMI2J51udw,Holsteins Shakes and Buns,Las Vegas,"Burgers,American (Traditional),Restaurants,Bars,Nightlife,American (New)",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
XXW_OFaYQkkGOGniujZFHg,The Peppermill Restaurant & Fireside Lounge,Las Vegas,"Nightlife,Lounges,Restaurants,Bars,American (Traditional),Breakfast & Brunch",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yfxDa8RFOvJPQh0rNtakHA,Pho Kim Long,Las Vegas,"Vietnamese,Restaurants,Chinese",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HhVmDybpU7L50Kb5A0jXTg,Guy Fieri's Vegas Kitchen & Bar,Las Vegas,"Pubs,Restaurants,Nightlife,American (Traditional),Burgers,African,Bars,Breakfast & Brunch,American (New)",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,2,3.5,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,Las Vegas,"Bars,Nightlife,Burgers,American (New),Restaurants,American (Traditional)",0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QJatAcxYgK1Zp9BRZMAx7g,Shake Shack,Las Vegas,"Burgers,American (New),Restaurants",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,Las Vegas,"Restaurants,Food,Sandwiches,American (Traditional),American (New),Desserts",0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,2,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3kdSl5mo9dWC4clrQjEDGg,Egg & I,Las Vegas,"Breakfast & Brunch,American (Traditional),Sandwiches,Restaurants,Burgers,Pizza",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,2,4.5,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJ8ljUhLsz6CtT_2ORNFmg,Gordon Ramsay Pub & Grill,Las Vegas,"Bars,Pubs,Gastropubs,Nightlife,Restaurants",0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,3,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RwMLuOkImBIqqYj4SSKSPg,Tacos El Gordo,Las Vegas,"Tacos,Mexican,Restaurants",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fL-b760btOaGa85OJ9ut3w,Rollin Smoke Barbeque,Las Vegas,"Barbeque,Soul Food,Burgers,Restaurants",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,2,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
UPIYuRaZvknINOd1w8kqRQ,Monta Ramen,Las Vegas,"Japanese,Restaurants,Ramen,Noodles",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G-5kEa6E6PD5fkBRuA7k9Q,Giada,Las Vegas,"Restaurants,Italian",0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,3,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECOkEVUodMLUxvI0PMI4gQ,Tao Nightclub,Las Vegas,"Arts & Entertainment,Restaurants,Lounges,Bars,Asian Fusion,Music Venues,Nightlife,Dance Clubs",0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZkGDCVKSdf8m76cnnalL-A,Le Village Buffet,Las Vegas,"Restaurants,Sandwiches,Breakfast & Brunch,Buffets",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xkVMIk_Vqh17f48ZQ_6b0w,Tom Colicchio's Craftsteak,Las Vegas,"Food,Restaurants,Desserts,Cheesesteaks,American (New),Steakhouses",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
awI4hHMfa7H0Xf0-ChU5hg,Oyster Bar,Las Vegas,"Restaurants,Nightlife,Seafood,Bars",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,4.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pH0BLkL4cbxKzu471VZnuA,SUSHISAMBA - Las Vegas,Las Vegas,"Nightlife,Restaurants,Breakfast & Brunch,Asian Fusion,Dim Sum,Bars,Chinese",0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
LNGBEEelQx4zbfWnlc66cw,Studio B Buffet,Henderson,"Restaurants,Seafood,Buffets,Desserts,Food",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pSQFynH1VxkfSmehRXlZWw,Pizzeria Bianco,Phoenix,"Italian,Sandwiches,Salad,Restaurants,Pizza",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
faPVqws-x-5k2CQKDNtHxw,Yardbird Southern Table & Bar,Las Vegas,"Restaurants,Southern,American (New)",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,2,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JzOp695tclcNCNMuBl7oxA,Four Peaks Brewing,Tempe,"Bars,Restaurants,Nightlife,Pubs,Breakfast & Brunch,Pizza,Burgers,Breweries,Sandwiches,American (New),Food",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,2,4.5,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I6EDDi4-Eq_XlFghcDCUhw,Joe's Seafood Prime Steak & Stone Crab,Las Vegas,"Nightlife,Wine Bars,Seafood,Restaurants,Bars,Steakhouses",0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,3,4.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EAwh1OmG6t6p3nRaZOW_AA,Ellis Island Casino & Brewery,Las Vegas,"Bars,Pubs,Breweries,Barbeque,Arts & Entertainment,Karaoke,Food,Restaurants,American (Traditional),Casinos,Nightlife",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LR0qF0FEVsCOhYWUOiH26A,The Buffet at ARIA,Las Vegas,"Restaurants,Buffets",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l_GV0hgEoTUf70uJVT0_hg,Eat.,Las Vegas,"Sandwiches,American (New),Breakfast & Brunch,Restaurants",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0W4lkclzZThpx3V65bVgig,Schwartz's,Montr̩al,"Restaurants,Delis,Specialty Food,Imported Food,Ethnic Food,Sandwiches,Food",0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JpgVl3d20CMRNjf1DVnzGA,Pampas Churrascaria Brazilian Grille,Las Vegas,"Restaurants,Buffets,Brazilian,Steakhouses",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VyVIneSU7XAWgMBllI6LnQ,Bobby Q,Phoenix,"Restaurants,Barbeque,Event Planning & Services,Caterers,American (New)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OgJ0KxwJcJ9R5bUK0ixCbg,Lux Central,Phoenix,"Food,American (New),Restaurants,Bakeries,Breakfast & Brunch,Coffee & Tea,Bars,Nightlife",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,4.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
QJR4qBUHegWEozSQrGmBPw,Olives,Las Vegas,"Bars,Nightlife,Mediterranean,Restaurants,American (New)",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
igHYkXZMLAc9UdV5VnR_AA,Echo & Rig,Las Vegas,"Steakhouses,Restaurants",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ugLqbAvBdRDc-gS4hpslXw,Yama Sushi,Las Vegas,"Sushi Bars,Restaurants",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fi-2ruy5x600SX4avnrFuA,Spice Market Buffet,Las Vegas,"Buffets,Restaurants,Breakfast & Brunch",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3GEEy7RP6e4bT4LAiWFMFQ,Pizza Rock,Las Vegas,"Restaurants,Pizza",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JyxHvtj-syke7m9rbza7mA,Sushi House Goyemon,Las Vegas,"Restaurants,Japanese,Sushi Bars",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,2,3.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9a3DrZvpYxVs3k_qwlCNSw,Cibo,Phoenix,"Sandwiches,Restaurants,Pizza,Italian",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,4.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3l54GTr8-E3XPbIxnF_sAA,Rehab Burger Therapy,Scottsdale,"American (New),Restaurants,Bars,Burgers,Nightlife,Sandwiches",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,2,4.5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3BCsAgo_1i4xMuTyLKMLRQ,SkinnyFATS,Las Vegas,"Delis,Food,Breakfast & Brunch,American (New),American (Traditional),Food Delivery Services,Juice Bars & Smoothies,Restaurants",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,4.5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0FUtlsQrJI7LhqDPxLumEw,Joe's Farm Grill,Gilbert,"Pizza,Salad,American (Traditional),Restaurants,Local Flavor,Italian",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
X8c23dur0ll2D9XTu-I8Qg,Hakkasan Nightclub,Las Vegas,"Dance Clubs,Cantonese,Chinese,Lounges,Nightlife,Bars,Restaurants",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K-uQkfSUTwu5LIwPB4b_vg,The Mission Old Town,Scottsdale,"Restaurants,Bars,Mexican,Latin American,Nightlife",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frCxZS7lPhEnQRJ3UY6m7A,La Santisima,Phoenix,"Bars,Mexican,Vegan,Breakfast & Brunch,Cafes,Vegetarian,Nightlife,Restaurants",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,4.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_w5hBpkjHs5_Hv3pLeHtIw,Julian Serrano Tapas,Las Vegas,"Tapas Bars,Restaurants,Spanish",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eLFfWcdb7VkqNyTONksHiQ,Gen Korean BBQ House,Henderson,"Buffets,Restaurants,Korean,Barbeque",0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d10IxZPirVJlOSpdRZJczA,Citizen Public House,Scottsdale,"Salad,Cocktail Bars,Nightlife,Bars,American (New),Gastropubs,Restaurants",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,2,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UNI1agsPX2k3eJSJVB91nw,Hot N Juicy Crawfish,Las Vegas,"Cajun/Creole,Restaurants,American (Traditional),Seafood",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wl0QZqAzr1DelslQ02JGCQ,Cornish Pasty Company,Tempe,"British,Nightlife,Bars,Pubs,Restaurants",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xVEtGucSRLk5pxxN0t4i6g,Eiffel Tower,Las Vegas,"Steakhouses,French,Restaurants,Cocktail Bars,Bars,Nightlife",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
VsewHMsfj1Mgsl2i_hio7w,LAVO Italian Restaurant & Lounge,Las Vegas,"Lounges,Bars,Restaurants,Breakfast & Brunch,Italian,Dance Clubs,Nightlife",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,3,3.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2iTsRqUsPGRH1li1WVRvKQ,Carson Kitchen,Las Vegas,"Gastropubs,Burgers,Desserts,Vegan,Food,Seafood,Comfort Food,Restaurants,American (New),Tapas/Small Plates,Salad",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,4.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
YPavuOh2XsnRbLfl0DH2lQ,Lo-Lo's Chicken & Waffles,Phoenix,"Waffles,Restaurants,Soul Food,Southern",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wUKzaS1MHg94RGM6z8u9mw,Olive & Ivy,Scottsdale,"Restaurants,American (Traditional),Venues & Event Spaces,Event Planning & Services,Mediterranean,American (New),Breakfast & Brunch",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,2,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L2p0vO3fsS2LC6hhQo3CzA,Matt's Big Breakfast,Phoenix,"Breakfast & Brunch,Restaurants",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
--9e1ONYQuAa-CB_Rrw7Tw,Delmonico Steakhouse,Las Vegas,"Steakhouses,Cajun/Creole,Restaurants",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N0apJkxIem2E8irTBRKnHw,Wolfgang Puck Bar & Grill Las Vegas,Las Vegas,"Nightlife,Salad,Restaurants,Pizza,American (New),Sandwiches,Bars",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,2,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JDZ6_yycNQFTpUZzLIKHUg,El Dorado Cantina,Las Vegas,"Mexican,Lounges,Nightlife,Bars,Restaurants",0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLMxWQO-ckCQmGZhU9OQgw,Carnival World Buffet,Las Vegas,"Buffets,Food,Breakfast & Brunch,Restaurants",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yNPh5SO-7wr8HPpVCDPbXQ,The Arrogant Butcher,Phoenix,"Burgers,Seafood,Bars,Event Planning & Services,Nightlife,Restaurants,American (New),Gastropubs,Venues & Event Spaces,Steakhouses,American (Traditional)",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,2,4,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
RJNAeNA-209sctUO0dmwuA,The Old Fashioned,Madison,"Restaurants,Salad,German,American (New),Breakfast & Brunch,Steakhouses,Beer,Wine & Spirits,Food,Bars,American (Traditional),Nightlife",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,2,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
JLbgvGM4FXh9zNP4O5ZWjQ,Meat & Potatoes,Pittsburgh,"Food,Meat Shops,Restaurants,Steakhouses,Specialty Food,Gastropubs,American (New)",0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
j5nPiTwWEFr-VsePew7Sjg,Ichiza,Las Vegas,"Japanese,Restaurants",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dn_ipqbm7_jUz5X3rDez_A,Todd English P.U.B.,Las Vegas,"Beer,Wine & Spirits,British,Gastropubs,Restaurants,Food,Bars,Nightlife",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,2,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
